"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/425779","2015-11-10","Department for Transport","2015-11-03","To ask the Secretary of State for Transport, on what date he plans to implement the EU Cross Border Enforcement Directive.","Biography information for Graham Stringer","Graham Stringer","House of Commons Tabled Parliamentary Question 2015/16 14523","14523"
"http://data.parliament.uk/resources/425780","2015-11-05","Department for Transport","2015-11-03","To ask the Secretary of State for Transport, what assessment he has made of the likely causes of changes in the size of the UK Ship Register since 2010.","Biography information for Richard Burden","Richard Burden","House of Commons Tabled Parliamentary Question 2015/16 14550","14550"
"http://data.parliament.uk/resources/425781","2015-11-05","Women and Equalities","2015-11-03","To ask the Minister for Women and Equalities, what estimate she has made of the value of stationery that has been (a) lost and (b) stolen from her Department in each of the last five fiscal years; and what the cost was of replacing such stationery.","Biography information for Andrew Gwynne","Andrew Gwynne","House of Commons Tabled Parliamentary Question 2015/16 14560","14560"
"http://data.parliament.uk/resources/425782","2015-11-05","Department for Work and Pensions","2015-11-03","To ask the Secretary of State for Work and Pensions, what estimate he has made of the value of stationery that has been (a) lost and (b) stolen from his Department in each of the last five fiscal years; and what the cost was of replacing such stationery.","Biography information for Andrew Gwynne","Andrew Gwynne","House of Commons Tabled Parliamentary Question 2015/16 14559","14559"
"http://data.parliament.uk/resources/425783","2015-11-05","Department for Work and Pensions","2015-11-03","To ask the Secretary of State for Work and Pensions, how much of the welfare budget was spent on jobseeker's allowance claimants in 2014-15.","Biography information for Tom Brake","Tom Brake","House of Commons Tabled Parliamentary Question 2015/16 14558","14558"
"http://data.parliament.uk/resources/425784","2015-11-06","Department for Work and Pensions","2015-11-03","To ask the Secretary of State for Work and Pensions, what discussions he has had with the Trussell Trust on the placement of Jobcentre Plus advisers in foodbanks.","Biography information for Stephen Timms","Stephen Timms","House of Commons Tabled Parliamentary Question 2015/16 14588","14588"
"http://data.parliament.uk/resources/425785","2015-11-06","Department for Work and Pensions","2015-11-03","To ask the Secretary of State for Work and Pensions, what steps he has taken to establish whether more senior staff were involved in fraudulent misuse of the Flexible Support Fund since the dismissal of two staff from Plaistow Jobcentre in May 2014.","Biography information for Stephen Timms","Stephen Timms","House of Commons Tabled Parliamentary Question 2015/16 14591","14591"
"http://data.parliament.uk/resources/425786","2015-11-06","Department for Work and Pensions","2015-11-03","To ask the Secretary of State for Work and Pensions, on how many occasions between 1 June 2013 and 31 May 2014 Plaistow Jobcentre paid from the Flexible Support Fund for a jobseeker's two month Zone 1-4 Transport for London Travelcard.","Biography information for Stephen Timms","Stephen Timms","House of Commons Tabled Parliamentary Question 2015/16 14592","14592"
"http://data.parliament.uk/resources/425787","2015-11-06","Department for Work and Pensions","2015-11-03","To ask the Secretary of State for Work and Pensions, how many households who have claimed universal credit have also applied for an alternative payment arrangement for their housing costs; and how many such applications have been successful.","Biography information for Frank Field","Frank Field","House of Commons Tabled Parliamentary Question 2015/16 14594","14594"
"http://data.parliament.uk/resources/425788","2015-11-05","Department for Work and Pensions","2015-11-03","To ask the Secretary of State for Work and Pensions, how much of the welfare budget was spent on employment and support allowance, incapacity benefit and income support claimants or universal credit claims with sickness or disability elements in 2014-15.","Biography information for Tom Brake","Tom Brake","House of Commons Tabled Parliamentary Question 2015/16 14568","14568"
"http://data.parliament.uk/resources/425789","2015-11-05","Department for Work and Pensions","2015-11-03","To ask the Secretary of State for Work and Pensions, how much of the welfare budget was spent on the state pension in 2014-15.","Biography information for Tom Brake","Tom Brake","House of Commons Tabled Parliamentary Question 2015/16 14569","14569"
"http://data.parliament.uk/resources/425790","2015-11-05","HM Treasury","2015-11-03","To ask Mr Chancellor of the Exchequer, how much of the welfare budget was spent on child benefit in 2014-15.","Biography information for Tom Brake","Tom Brake","House of Commons Tabled Parliamentary Question 2015/16 14570","14570"
"http://data.parliament.uk/resources/425791","2015-11-05","Department for Work and Pensions","2015-11-03","To ask the Secretary of State for Work and Pensions, how many benefit claimants in 2014-15 were not British citizens.","Biography information for Tom Brake","Tom Brake","House of Commons Tabled Parliamentary Question 2015/16 14571","14571"
"http://data.parliament.uk/resources/425792","2015-11-05","Department of Health","2015-11-03","To ask the Secretary of State for Health, pursuant to the Answer of 16 October 2015 to Question 11786 and the Answer of 12 October 2015 to Question 10360, on universal credit, whether a box for universal credit exists on NHS charges claim forms.","Biography information for Chi Onwurah","Chi Onwurah","House of Commons Tabled Parliamentary Question 2015/16 14672","14672"
"http://data.parliament.uk/resources/425793","2015-11-06","Department for Work and Pensions","2015-11-03","To ask the Secretary of State for Work and Pensions, pursuant to the Answer of 28 October 2015 to Question 13246, what payment is given to libraries to partner with the Department on digital inclusion.","Biography information for Chi Onwurah","Chi Onwurah","House of Commons Tabled Parliamentary Question 2015/16 14668","14668"
"http://data.parliament.uk/resources/425794","2015-11-06","Department for Work and Pensions","2015-11-03","To ask the Secretary of State for Work and Pensions, pursuant to the Answer of 28 October 2015 to Question 13246 on digital technology, what support universal credit provides for people without digital skills to gain them.","Biography information for Chi Onwurah","Chi Onwurah","House of Commons Tabled Parliamentary Question 2015/16 14669","14669"
"http://data.parliament.uk/resources/425795","2015-11-06","Ministry of Justice","2015-11-03","To ask the Secretary of State for Justice, if he will make representations to his Danish counterpart on reopening the inquest into the death of commercial diver Stephen O'Malley in 2012.","Biography information for Mrs Louise Ellman","Mrs Louise Ellman","House of Commons Tabled Parliamentary Question 2015/16 14660","14660"
